step,wall_clock_s,lr,train_loss_ema,tokens_per_s,peak_mem_mb,val_loss,val_ppl,n_tokens,masked_loss,masked_ppl,masked_acc,n_masked_tokens,masked_loss_pos0,masked_loss_pos1,masked_loss_pos2,masked_loss_pos3,masked_loss_pos4
4500,101.46,0.00029506352378921564,3.294224769770029,1695338.1,794.4,3.297817886613692,27.053543090820312,409000,3.292152328491211,26.90070343017578,0.044,1000,3.292152328491211,nan,nan,nan,nan
4750,105.25,0.00029447688792813326,3.29407193683628,1724280.6,794.4,3.298111170537897,27.061477661132812,409000,3.294807205200195,26.972213745117188,0.043,1000,3.294807205200195,nan,nan,nan,nan
5000,109.04,0.00029385804847415994,3.2937400292103964,1724856.7,794.4,3.2983165495110023,27.067031860351562,409000,3.297288269042969,27.039213180541992,0.031,1000,3.297288269042969,nan,nan,nan,nan
5250,112.82,0.00029320715934552893,3.2935686368156385,1733589.6,794.4,3.2982318918092908,27.064741134643555,409000,3.2957978515625,26.998945236206055,0.035,1000,3.2957978515625,nan,nan,nan,nan
5500,116.66,0.0002925243824318937,3.293085252656318,1705136.6,794.4,3.2985068192237166,27.07218360900879,409000,3.2952596588134764,26.984420776367188,0.041,1000,3.2952596588134764,nan,nan,nan,nan
5750,120.46,0.0002918098875540626,3.2929948125142596,1719207.2,794.4,3.2990339528575796,27.086458206176758,409000,3.2956119079589845,26.993925094604492,0.035,1000,3.2956119079589845,nan,nan,nan,nan
6000,124.25,0.00029106385242176066,3.2924023171436336,1726508.9,794.4,3.299755921454768,27.106019973754883,409000,3.297946029663086,27.0570068359375,0.037,1000,3.297946029663086,nan,nan,nan,nan
6250,128.11,0.00029028646258942993,3.292139618018876,1698815.8,794.4,3.299247707823961,27.09225082397461,409000,3.298147552490234,27.062458038330078,0.036,1000,3.298147552490234,nan,nan,nan,nan
6500,131.91,0.0002894779114100778,3.291534033583901,1720779.0,794.4,3.3003607885085575,27.122419357299805,409000,3.2998095092773436,27.107473373413086,0.037,1000,3.2998095092773436,nan,nan,nan,nan
6750,135.72,0.0002886383999871864,3.291156087686485,1717350.5,794.4,3.300461472341076,27.125154495239258,409000,3.299839996337891,27.108301162719727,0.034,1000,3.299839996337891,nan,nan,nan,nan
7000,139.56,0.0002877681371246938,3.2905820527199103,1704696.5,794.4,3.301044601925428,27.14097785949707,409000,3.3011328582763673,27.143373489379883,0.035,1000,3.3011328582763673,nan,nan,nan,nan
7250,143.36,0.00028686733927506014,3.289995071940251,1722268.6,794.4,3.3014126489914424,27.150964736938477,409000,3.3008145751953126,27.134735107421875,0.037,1000,3.3008145751953126,nan,nan,nan,nan
7500,147.14,0.0002859362304854316,3.289791125489682,1730200.2,794.4,3.301762626069682,27.16046905517578,409000,3.3014322357177734,27.1514949798584,0.031,1000,3.3014322357177734,nan,nan,nan,nan
7750,150.96,0.000284975042341915,3.2891394274443506,1711990.5,794.4,3.3027046149144255,27.186065673828125,409000,3.3016150817871095,27.156461715698242,0.036,1000,3.3016150817871095,nan,nan,nan,nan
8000,154.83,0.00028398401391197756,3.2886770762885185,1694954.2,794.4,3.3033437213477996,27.203449249267578,409000,3.29945246887207,27.09779930114746,0.038,1000,3.29945246887207,nan,nan,nan,nan
8250,158.62,0.00028296339168498594,3.287996314338858,1723597.9,794.4,3.3041140739608803,27.22441291809082,409000,3.2983225402832033,27.06719398498535,0.043,1000,3.2983225402832033,nan,nan,nan,nan
8500,162.41,0.0002819134295108992,3.287239338696007,1728823.2,794.4,3.3044250458435207,27.232877731323242,409000,3.3046239929199217,27.238300323486328,0.032,1000,3.3046239929199217,nan,nan,nan,nan
8750,166.31,0.0002808343885371309,3.287173094528722,1674951.7,794.4,3.3050297791870418,27.24935531616211,409000,3.306660400390625,27.2938232421875,0.036,1000,3.306660400390625,nan,nan,nan,nan
9000,170.1,0.0002797265371435964,3.286282506889481,1729053.9,794.4,3.3052904187041565,27.256458282470703,409000,3.3022564086914064,27.17388343811035,0.037,1000,3.3022564086914064,nan,nan,nan,nan
9250,173.9,0.00027859015087596146,3.2854888355688705,1722062.5,794.4,3.3076507105745723,27.32086753845215,409000,3.3072262268066406,27.309268951416016,0.039,1000,3.3072262268066406,nan,nan,nan,nan
9500,177.78,0.00027742551237710774,3.2854260524738823,1687700.7,794.4,3.3066985024449878,27.294864654541016,409000,3.3063779754638674,27.286113739013672,0.031,1000,3.3063779754638674,nan,nan,nan,nan
9750,181.55,0.00027623291131683407,3.2847412197049213,1735946.0,794.4,3.3067253209046457,27.29559326171875,409000,3.305302795410156,27.25679588317871,0.034,1000,3.305302795410156,nan,nan,nan,nan
10000,185.31,0.00027501264431980957,3.2839401412608464,1737624.5,794.4,3.3081225454614915,27.33376121520996,409000,3.306520736694336,27.290010452270508,0.03,1000,3.306520736694336,nan,nan,nan,nan
10250,189.21,0.0002737650148917966,3.2834523210924096,1677965.9,794.4,3.309305298746944,27.366104125976562,409000,3.308535598754883,27.345050811767578,0.032,1000,3.308535598754883,nan,nan,nan,nan
10500,193.05,0.0002724903333441629,3.2835814665838545,1707407.2,794.4,3.3073665380501223,27.3131046295166,409000,3.3067478790283205,27.29621124267578,0.032,1000,3.3067478790283205,nan,nan,nan,nan
10750,196.84,0.00027118891671670055,3.2823005484721848,1726960.3,794.4,3.3095224442237163,27.37204933166504,409000,3.31065869140625,27.403169631958008,0.032,1000,3.31065869140625,nan,nan,nan,nan
11000,200.63,0.0002698610886987715,3.281437846048867,1724756.8,794.4,3.3118164922066016,27.434913635253906,409000,3.3103238983154295,27.393999099731445,0.03,1000,3.3103238983154295,nan,nan,nan,nan
11250,204.49,0.0002685071795487997,3.280862971738715,1695298.1,794.4,3.3110513065403424,27.41393280029297,409000,3.3135769958496093,27.48325538635254,0.029,1000,3.3135769958496093,nan,nan,nan,nan
11500,208.3,0.0002671275260121282,3.280347760833728,1717354.5,794.4,3.3104405657854525,27.397192001342773,409000,3.307848541259766,27.326269149780273,0.036,1000,3.307848541259766,nan,nan,nan,nan
11750,212.1,0.00026572247123726446,3.279972309496074,1724058.6,794.4,3.3118388313722495,27.435529708862305,409000,3.310465103149414,27.397865295410156,0.031,1000,3.310465103149414,nan,nan,nan,nan
12000,215.98,0.0002642923646905317,3.2793748580264843,1685713.4,794.4,3.3133979122096577,27.478334426879883,409000,3.3114625549316408,27.425209045410156,0.031,1000,3.3114625549316408,nan,nan,nan,nan
12250,219.77,0.00026283756206914923,3.278621529367317,1726222.1,794.4,3.312491824572127,27.45345115661621,409000,3.3103511810302733,27.394742965698242,0.031,1000,3.3103511810302733,nan,nan,nan,nan
12500,223.57,0.0002613584252127637,3.2776121597556083,1724704.6,794.4,3.3141066912438877,27.497819900512695,409000,3.3121033630371093,27.442785263061523,0.041,1000,3.3121033630371093,nan,nan,nan,nan
12750,227.43,0.0002598553220134515,3.2776883856163623,1695408.6,794.4,3.3132278422982884,27.473665237426758,409000,3.310673278808594,27.403568267822266,0.036,1000,3.310673278808594,nan,nan,nan,nan
13000,231.25,0.00025832862632421666,3.276967793358276,1713255.5,794.4,3.3142272501528116,27.501136779785156,409000,3.3090030822753906,27.357839584350586,0.045,1000,3.3090030822753906,nan,nan,nan,nan
13250,235.03,0.0002567787178660058,3.276234906285236,1728507.0,794.4,3.3143779416259167,27.505281448364258,409000,3.3133802032470703,27.47784996032715,0.041,1000,3.3133802032470703,nan,nan,nan,nan
13500,238.84,0.00025520598213326344,3.275600640079814,1717449.9,794.4,3.315759350168093,27.543302536010742,409000,3.3136492614746094,27.485240936279297,0.035,1000,3.3136492614746094,nan,nan,nan,nan
13750,242.67,0.0002536108102980519,3.2749253733631605,1710434.3,794.4,3.3166426879584354,27.567644119262695,409000,3.3116869506835935,27.43136215209961,0.031,1000,3.3116869506835935,nan,nan,nan,nan
14000,246.44,0.00025199359911275837,3.2747029334707363,1734316.0,794.4,3.3182050255959656,27.610748291015625,409000,3.3193451538085936,27.64224624633789,0.029,1000,3.3193451538085936,nan,nan,nan,nan
14250,250.24,0.00025035475081141445,3.273809652843441,1724946.6,794.4,3.3175894330684597,27.5937557220459,409000,3.3130335540771485,27.468326568603516,0.031,1000,3.3130335540771485,nan,nan,nan,nan
14500,254.13,0.00024869467300965223,3.2731373905597954,1680933.3,794.4,3.317905925275061,27.602487564086914,409000,3.317544631958008,27.592519760131836,0.033,1000,3.317544631958008,nan,nan,nan,nan
14750,257.93,0.00024701377860332155,3.2724812036649538,1723433.8,794.4,3.318862316625917,27.628896713256836,409000,3.3147811431884766,27.516372680664062,0.035,1000,3.3147811431884766,nan,nan,nan,nan
15000,261.75,0.0002453124856657947,3.2720480039362814,1711690.6,794.4,3.318911865831296,27.630266189575195,409000,3.321799621582031,27.71017074584961,0.039,1000,3.321799621582031,nan,nan,nan,nan
15250,265.66,0.00024359121734398247,3.271417733499709,1672468.5,794.4,3.3198564811277507,27.65637969970703,409000,3.3083582458496092,27.340200424194336,0.036,1000,3.3083582458496092,nan,nan,nan,nan
15500,269.52,0.00024185040175308888,3.2704246126525294,1695062.5,794.4,3.3209879851772617,27.68769073486328,409000,3.3172251586914063,27.58370590209961,0.038,1000,3.3172251586914063,nan,nan,nan,nan
15750,273.33,0.00024009047187013,3.2695411257028595,1721673.1,794.4,3.322465903881418,27.728641510009766,409000,3.3172897186279298,27.585487365722656,0.026,1000,3.3172897186279298,nan,nan,nan,nan
16000,277.15,0.00023831186542624366,3.2690117166006916,1709360.3,794.4,3.3215331219437654,27.702791213989258,409000,3.3202584075927732,27.667497634887695,0.032,1000,3.3202584075927732,nan,nan,nan,nan
16250,281.0,0.00023651502479781636,3.268283208428084,1700357.6,794.4,3.324313474174817,27.779918670654297,409000,3.322946762084961,27.741979598999023,0.029,1000,3.322946762084961,nan,nan,nan,nan
16500,284.84,0.00023470039689645544,3.267524181249948,1703769.5,794.4,3.324061630883252,27.772924423217773,409000,3.3225489807128907,27.73094367980957,0.034,1000,3.3225489807128907,nan,nan,nan,nan
16750,288.71,0.0002328684330578326,3.2670773452916815,1693331.5,794.4,3.3244858458129585,27.78470802307129,409000,3.3227702178955076,27.737079620361328,0.028,1000,3.3227702178955076,nan,nan,nan,nan
17000,292.61,0.00023101958892942747,3.266142211915448,1677108.0,794.4,3.3250717451100242,27.800994873046875,409000,3.3234193572998048,27.75509262084961,0.029,1000,3.3234193572998048,nan,nan,nan,nan
17250,296.43,0.00022915432435719848,3.265803696853537,1716030.4,794.4,3.326309539272616,27.835424423217773,409000,3.321401443481445,27.699140548706055,0.033,1000,3.321401443481445,nan,nan,nan,nan
17500,300.2,0.00022727310327120976,3.265119937083656,1731811.3,794.4,3.326172619957213,27.831615447998047,409000,3.327068634033203,27.8565616607666,0.032,1000,3.327068634033203,nan,nan,nan,nan
17750,304.08,0.00022537639357024202,3.2652257442151624,1691454.7,794.4,3.3245766541870414,27.7872314453125,409000,3.329879867553711,27.934982299804688,0.024,1000,3.329879867553711,nan,nan,nan,nan
18000,307.87,0.00022346466700541635,3.2640325864967927,1725624.7,794.4,3.3260800351466995,27.82904052734375,409000,3.326379302978516,27.83736801147461,0.03,1000,3.326379302978516,nan,nan,nan,nan
18250,311.66,0.00022153839906286011,3.2632220020539946,1725344.6,794.4,3.3268344857885084,27.850040435791016,409000,3.3278990173339844,27.879703521728516,0.027,1000,3.3278990173339844,nan,nan,nan,nan
18500,315.47,0.00021959806884544336,3.2625808350532113,1715455.0,794.4,3.3275302758251835,27.869430541992188,409000,3.3302706604003904,27.945907592773438,0.029,1000,3.3302706604003904,nan,nan,nan,nan
18750,319.31,0.0002176441589536163,3.2624540097326657,1708267.6,794.4,3.32917987851467,27.915435791015625,409000,3.3321314086914064,27.997953414916992,0.025,1000,3.3321314086914064,nan,nan,nan,nan
19000,323.1,0.00021567715536537625,3.261606400557571,1725204.1,794.4,3.3298383633863082,27.93382453918457,409000,3.3319041900634767,27.991592407226562,0.033,1000,3.3319041900634767,nan,nan,nan,nan
19250,326.88,0.000213697547315395,3.2610600163019314,1731694.5,794.4,3.3307303827933987,27.958757400512695,409000,3.333148666381836,28.026451110839844,0.034,1000,3.333148666381836,nan,nan,nan,nan
19500,330.81,0.0002117058271733359,3.260982804722531,1662822.9,794.4,3.329611141885697,27.92747688293457,409000,3.3372821960449217,28.142536163330078,0.03,1000,3.3372821960449217,nan,nan,nan,nan
19750,334.59,0.00020970249032139146,3.260862163933137,1734193.4,794.4,3.330501403957824,27.952350616455078,409000,3.3342489318847655,28.05730438232422,0.031,1000,3.3342489318847655,nan,nan,nan,nan
20000,338.37,0.00020768803503107123,3.2599509969735263,1731642.4,794.4,3.3300717833129583,27.940343856811523,409000,3.332014114379883,27.99466896057129,0.031,1000,3.332014114379883,nan,nan,nan,nan
