step,wall_clock_s,lr,train_loss_ema,tokens_per_s,peak_mem_mb,val_loss,val_ppl,n_tokens,masked_loss,masked_ppl,masked_acc,n_masked_tokens,masked_loss_pos0,masked_loss_pos1,masked_loss_pos2,masked_loss_pos3,masked_loss_pos4
4750,284.08,0.00029447688792813326,3.2964806572753167,2458696.3,3647.3,3.295930049153808,27.002519607543945,2009000,3.29628564453125,27.01211929321289,0.042,1000,3.29628564453125,nan,nan,nan,nan
5000,297.08,0.00029385804847415994,3.2965554332042504,2472404.6,3647.3,3.295900650199104,27.001720428466797,2009000,3.295948440551758,27.003013610839844,0.034,1000,3.295948440551758,nan,nan,nan,nan
5250,310.15,0.00029320715934552893,3.296400779125559,2460411.2,3647.3,3.295918087356894,27.00218963623047,2009000,3.2969263153076174,27.029430389404297,0.0,1000,3.2969263153076174,nan,nan,nan,nan
5500,323.15,0.0002925243824318937,3.2965399437392833,2471567.4,3647.3,3.2959090654554504,27.001953125,2009000,3.2969053955078125,27.02886199951172,0.037,1000,3.2969053955078125,nan,nan,nan,nan
5750,336.16,0.0002918098875540626,3.2965498817209262,2472230.9,3647.3,3.2959458530363364,27.00294303894043,2009000,3.2955525665283205,26.99232292175293,0.038,1000,3.2955525665283205,nan,nan,nan,nan
6000,349.17,0.00029106385242176066,3.2965487440296575,2470303.5,3647.3,3.295938651070184,27.002750396728516,2009000,3.2967735595703127,27.025304794311523,0.037,1000,3.2967735595703127,nan,nan,nan,nan
6250,362.17,0.00029028646258942993,3.2966459661162677,2471664.5,3647.3,3.2959104342956693,27.001983642578125,2009000,3.295023025512695,26.9780330657959,0.034,1000,3.295023025512695,nan,nan,nan,nan
6500,375.2,0.0002894779114100778,3.2966186290553208,2468092.6,3647.3,3.2959200006222003,27.002241134643555,2009000,3.2947169036865236,26.969776153564453,0.047,1000,3.2947169036865236,nan,nan,nan,nan
6750,388.2,0.0002886383999871864,3.2965534831262002,2472783.0,3647.3,3.2959527283474364,27.003129959106445,2009000,3.2949984130859375,26.977371215820312,0.045,1000,3.2949984130859375,nan,nan,nan,nan
7000,401.19,0.0002877681371246938,3.296512390481278,2473972.1,3647.3,3.2959885670731706,27.00409698486328,2009000,3.2956630554199218,26.995309829711914,0.042,1000,3.2956630554199218,nan,nan,nan,nan
7250,414.22,0.00028686733927506014,3.296666240848673,2466681.4,3647.3,3.295901645719263,27.001747131347656,2009000,3.2945867462158205,26.966264724731445,0.037,1000,3.2945867462158205,nan,nan,nan,nan
7500,427.24,0.0002859362304854316,3.296480870656098,2469560.2,3647.3,3.2959431464659033,27.002872467041016,2009000,3.295834197998047,26.99993133544922,0.028,1000,3.295834197998047,nan,nan,nan,nan
7750,440.26,0.000284975042341915,3.296630827191378,2467917.6,3647.3,3.2958953770532604,27.00157928466797,2009000,3.295362014770508,26.987180709838867,0.035,1000,3.295362014770508,nan,nan,nan,nan
8000,453.31,0.00028398401391197756,3.2966972125971834,2463208.4,3647.3,3.295862555998009,27.000696182250977,2009000,3.2953426666259764,26.98666000366211,0.035,1000,3.2953426666259764,nan,nan,nan,nan
8250,466.36,0.00028296339168498594,3.2967228701380056,2464548.9,3647.3,3.2959062655550024,27.001874923706055,2009000,3.296438659667969,27.016254425048828,0.024,1000,3.296438659667969,nan,nan,nan,nan
8500,479.36,0.0002819134295108992,3.2965815849234947,2471900.2,3647.3,3.2959386821801893,27.002750396728516,2009000,3.296092132568359,27.00689125061035,0.034,1000,3.296092132568359,nan,nan,nan,nan
8750,492.37,0.0002808343885371309,3.29658184067719,2471362.6,3647.3,3.2959065455450474,27.001880645751953,2009000,3.295895446777344,27.00157928466797,0.042,1000,3.295895446777344,nan,nan,nan,nan
9000,505.36,0.0002797265371435964,3.295551594200524,2473715.8,3647.3,3.2959123786709807,27.00203514099121,2009000,3.296321578979492,27.013092041015625,0.024,1000,3.296321578979492,nan,nan,nan,nan
9250,518.36,0.00027859015087596146,3.2966069450126363,2472384.9,3647.3,3.295887630662021,27.001373291015625,2009000,3.296221405029297,27.010387420654297,0.037,1000,3.296221405029297,nan,nan,nan,nan
9500,531.36,0.00027742551237710774,3.296809090399434,2473091.0,3647.3,3.295910932055749,27.001996994018555,2009000,3.2945948638916014,26.96648406982422,0.048,1000,3.2945948638916014,nan,nan,nan,nan
9750,544.36,0.00027623291131683407,3.296641336741419,2472161.3,3647.3,3.2959655767794924,27.003477096557617,2009000,3.2951554107666015,26.981609344482422,0.048,1000,3.2951554107666015,nan,nan,nan,nan
10000,557.37,0.00027501264431980957,3.2956737060420296,2470468.7,3647.3,3.2959273892483822,27.00244140625,2009000,3.295283706665039,26.985071182250977,0.034,1000,3.295283706665039,nan,nan,nan,nan
10250,570.38,0.0002737650148917966,3.2956479821370332,2471363.5,3647.3,3.295911663140866,27.002016067504883,2009000,3.2956151123046875,26.994014739990234,0.035,1000,3.2956151123046875,nan,nan,nan,nan
10500,583.4,0.0002724903333441629,3.295741259318268,2470196.1,3647.3,3.29594456197113,27.002904891967773,2009000,3.2955171813964843,26.991371154785156,0.037,1000,3.2955171813964843,nan,nan,nan,nan
10750,596.4,0.00027118891671670055,3.2956953240718745,2471931.5,3647.3,3.2959197672971627,27.002235412597656,2009000,3.294652557373047,26.968040466308594,0.043,1000,3.294652557373047,nan,nan,nan,nan
11000,609.42,0.0002698610886987715,3.2959762703451667,2469492.5,3647.3,3.29593043802887,27.002525329589844,2009000,3.295961380004883,27.00336265563965,0.035,1000,3.295961380004883,nan,nan,nan,nan
11250,622.42,0.0002685071795487997,3.2958307995502483,2471435.9,3647.3,3.2958991724738675,27.00168228149414,2009000,3.2952792205810546,26.984949111938477,0.043,1000,3.2952792205810546,nan,nan,nan,nan
11500,635.45,0.0002671275260121282,3.2959362639237972,2467991.4,3647.3,3.295971612120458,27.003639221191406,2009000,3.2957247161865233,26.99696922302246,0.035,1000,3.2957247161865233,nan,nan,nan,nan
11750,648.47,0.00026572247123726446,3.295875197240222,2467881.7,3647.3,3.295952619462419,27.003124237060547,2009000,3.295782470703125,26.998533248901367,0.046,1000,3.295782470703125,nan,nan,nan,nan
12000,661.48,0.0002642923646905317,3.2959395714333413,2471910.7,3647.3,3.2959625279990044,27.003395080566406,2009000,3.296422439575195,27.01581573486328,0.043,1000,3.296422439575195,nan,nan,nan,nan
12250,674.51,0.00026283756206914923,3.2959567212415624,2467159.9,3647.3,3.2959369555749127,27.002704620361328,2009000,3.294408416748047,26.961456298828125,0.045,1000,3.294408416748047,nan,nan,nan,nan
12500,687.52,0.0002613584252127637,3.29596122541928,2469364.9,3647.3,3.295921322797412,27.002281188964844,2009000,3.29588215637207,27.001224517822266,0.043,1000,3.29588215637207,nan,nan,nan,nan
12750,700.54,0.0002598553220134515,3.296582811759863,2469463.1,3647.3,3.2960553291438526,27.00589942932129,2009000,3.29803173828125,27.059328079223633,0.035,1000,3.29803173828125,nan,nan,nan,nan
13000,713.55,0.00025832862632421666,3.2967548570288066,2470681.5,3647.3,3.295963632404181,27.003419876098633,2009000,3.2965452880859374,27.019134521484375,0.039,1000,3.2965452880859374,nan,nan,nan,nan
13250,726.57,0.0002567787178660058,3.296729808395222,2468509.1,3647.3,3.2959535838725733,27.003149032592773,2009000,3.2942220306396486,26.956436157226562,0.047,1000,3.2942220306396486,nan,nan,nan,nan
13500,739.57,0.00025520598213326344,3.296747981458797,2471875.4,3647.3,3.2959511106271777,27.00308609008789,2009000,3.2966755981445313,27.02265739440918,0.039,1000,3.2966755981445313,nan,nan,nan,nan
13750,752.59,0.0002536108102980519,3.296884590733141,2470227.2,3647.3,3.2960599645345945,27.00602149963379,2009000,3.295091094970703,26.979873657226562,0.031,1000,3.295091094970703,nan,nan,nan,nan
14000,765.59,0.00025199359911275837,3.2972899129960713,2472827.9,3647.3,3.2960086641363864,27.004636764526367,2009000,3.2952003936767578,26.982818603515625,0.035,1000,3.2952003936767578,nan,nan,nan,nan
14250,778.62,0.00025035475081141445,3.2967839500661884,2466601.1,3647.3,3.296003048780488,27.004487991333008,2009000,3.295177505493164,26.982202529907227,0.038,1000,3.295177505493164,nan,nan,nan,nan
14500,791.62,0.00024869467300965223,3.2965687518621523,2473304.0,3647.3,3.2959323046291686,27.00257682800293,2009000,3.2954799194335935,26.990365982055664,0.039,1000,3.2954799194335935,nan,nan,nan,nan
14750,804.62,0.00024701377860332155,3.2968983623265187,2472118.0,3647.3,3.29599275136884,27.00421142578125,2009000,3.2950060119628906,26.977577209472656,0.032,1000,3.2950060119628906,nan,nan,nan,nan
15000,817.61,0.0002453124856657947,3.297218194917445,2474195.8,3647.3,3.296004962045794,27.004539489746094,2009000,3.2975808715820314,27.04713249206543,0.0,1000,3.2975808715820314,nan,nan,nan,nan
15250,830.61,0.00024359121734398247,3.297041261854545,2472338.4,3647.3,3.2960155238924838,27.004823684692383,2009000,3.2953429565429686,26.98666763305664,0.028,1000,3.2953429565429686,nan,nan,nan,nan
15500,843.62,0.00024185040175308888,3.2971823790443957,2471562.7,3647.3,3.2960086019163763,27.004636764526367,2009000,3.2947332916259766,26.9702205657959,0.031,1000,3.2947332916259766,nan,nan,nan,nan
15750,856.61,0.00024009047187013,3.2966603366832596,2473450.0,3647.3,3.295964581259333,27.003446578979492,2009000,3.295791259765625,26.99876594543457,0.036,1000,3.295791259765625,nan,nan,nan,nan
16000,869.62,0.00023831186542624366,3.2969263887880276,2470796.5,3647.3,3.2959710521403682,27.003625869750977,2009000,3.296190628051758,27.00955581665039,0.046,1000,3.296190628051758,nan,nan,nan,nan
16250,882.63,0.00023651502479781636,3.2969116442934583,2470751.8,3647.3,3.2959645034843206,27.003446578979492,2009000,3.295383239746094,26.987754821777344,0.043,1000,3.295383239746094,nan,nan,nan,nan
16500,895.65,0.00023470039689645544,3.2970121056976294,2470280.0,3647.3,3.295958825908412,27.003292083740234,2009000,3.2956910247802735,26.996061325073242,0.034,1000,3.2956910247802735,nan,nan,nan,nan
16750,908.65,0.0002328684330578326,3.2970559513867426,2472290.4,3647.3,3.296001399950224,27.004444122314453,2009000,3.295699295043945,26.996288299560547,0.037,1000,3.295699295043945,nan,nan,nan,nan
17000,921.66,0.00023101958892942747,3.296802121770456,2469862.3,3647.3,3.2959605058486807,27.00333595275879,2009000,3.2967803192138674,27.02548599243164,0.037,1000,3.2967803192138674,nan,nan,nan,nan
17250,934.66,0.00022915432435719848,3.29671116411738,2473573.8,3647.3,3.295990589223494,27.004154205322266,2009000,3.2952689208984376,26.98467254638672,0.035,1000,3.2952689208984376,nan,nan,nan,nan
17500,947.66,0.00022727310327120976,3.296818789270114,2471605.4,3647.3,3.295982656172225,27.003934860229492,2009000,3.294589889526367,26.96635627746582,0.043,1000,3.294589889526367,nan,nan,nan,nan
17750,960.66,0.00022537639357024202,3.297027831382331,2473743.6,3647.3,3.2960142328272775,27.004791259765625,2009000,3.2955294952392578,26.9917049407959,0.036,1000,3.2955294952392578,nan,nan,nan,nan
18000,973.66,0.00022346466700541635,3.296845855219926,2472053.9,3647.3,3.2959739764808362,27.003704071044922,2009000,3.295127853393555,26.980863571166992,0.047,1000,3.295127853393555,nan,nan,nan,nan
18250,986.66,0.00022153839906286011,3.296393395253396,2472459.2,3647.3,3.295904243404679,27.00181770324707,2009000,3.2965059814453124,27.018070220947266,0.031,1000,3.2965059814453124,nan,nan,nan,nan
18500,999.67,0.00021959806884544336,3.297242329576218,2471382.1,3647.3,3.295918880662021,27.002216339111328,2009000,3.296188247680664,27.009490966796875,0.032,1000,3.296188247680664,nan,nan,nan,nan
18750,1012.7,0.0002176441589536163,3.297100257631384,2467076.1,3647.3,3.2959317446490792,27.0025634765625,2009000,3.2968522033691405,27.02742576599121,0.043,1000,3.2968522033691405,nan,nan,nan,nan
19000,1025.71,0.00021567715536537625,3.296857979057514,2471308.5,3647.3,3.2960299278247884,27.005216598510742,2009000,3.2965987854003904,27.02057647705078,0.024,1000,3.2965987854003904,nan,nan,nan,nan
19250,1038.72,0.000213697547315395,3.297167475098154,2470237.2,3647.3,3.295972980960677,27.003677368164062,2009000,3.2967990570068357,27.025989532470703,0.043,1000,3.2967990570068357,nan,nan,nan,nan
19500,1051.72,0.0002117058271733359,3.296594675494376,2472662.0,3647.3,3.2959580014932803,27.003271102905273,2009000,3.29679084777832,27.02577018737793,0.024,1000,3.29679084777832,nan,nan,nan,nan
19750,1064.74,0.00020970249032139146,3.297177268798022,2468852.0,3647.3,3.295981349552016,27.003902435302734,2009000,3.29650390625,27.01801872253418,0.047,1000,3.29650390625,nan,nan,nan,nan
20000,1077.75,0.00020768803503107123,3.2964837595035994,2469977.4,3647.3,3.2958529274514685,27.00043296813965,2009000,3.2964754486083985,27.01724624633789,0.034,1000,3.2964754486083985,nan,nan,nan,nan
